user_id,movieId,rating
2,6084,4.6
2,104350,1.6
2,153478,4.3
2,181651,4.7
2,86033,4.8
2,55489,2.0
2,4815,1.2
2,33507,1.3
2,150266,1.3
2,73713,4.7
2,144224,1.4
2,26629,4.5
2,96096,4.4
2,166952,2.0
2,73630,2.4
2,178985,4.6
2,158986,1.9
2,962,2.4
2,165671,1.6
2,142264,2.2
2,109723,2.1
2,136816,4.1
2,124867,4.2
2,114694,4.7
2,160183,2.0
2,172809,1.6
2,51277,4.6
2,201472,1.6
2,199866,4.5
2,179227,1.3
2,134081,2.0
2,159624,1.3
2,101472,1.5
2,180041,4.1
2,321,1.2
2,140119,2.2
2,6872,4.3
2,132776,2.0
2,143309,4.8
2,191273,1.0
2,128512,1.6
2,166221,1.5
2,27866,1.6
2,97172,4.7
2,144538,4.6
2,200526,1.7
2,151301,1.2
2,25841,1.3
2,49115,4.8
2,161850,2.3
2,192997,1.9
2,174435,1.8
2,142574,4.4
2,80049,4.8
2,4108,2.3
2,75402,1.9
2,149692,1.5
2,41644,2.4
2,161712,1.9
2,172993,4.9
2,6927,2.0
2,122284,1.6
2,96794,1.5
2,152780,1.3
2,129233,4.8
2,114035,1.6
2,65288,2.4
2,165915,4.5
2,173367,4.4
2,101425,1.6
2,161500,1.5
2,4386,4.4
2,2176,2.0
2,148616,2.5
2,146222,1.9
2,63758,4.8
2,83803,2.1
2,3904,1.6
2,201610,4.8
2,133379,2.4
2,90327,4.1
2,172861,1.8
2,128153,2.1
2,141602,2.0
2,195045,1.3
2,101285,4.8
2,201188,2.4
2,128588,4.4
2,90428,1.2
2,134178,1.4
2,5776,4.5
2,106062,4.6
2,7399,4.5
2,109701,2.1
2,180815,4.4
2,61348,4.5
2,160118,2.4
2,4718,4.1
2,89377,1.3
2,173005,1.2
2,189409,4.9
2,207473,4.5
2,173049,4.6
3,178583,4.6
3,91474,1.0
3,158571,2.4
3,61941,2.4
3,25882,2.4
3,6435,1.4
3,182593,1.0
3,150268,4.8
3,173561,1.1
3,128738,1.8
3,82059,2.3
3,172919,4.9
3,194514,2.0
3,204446,1.8
3,196751,1.6
3,133976,1.7
3,5067,2.4
3,105057,2.0
3,177067,2.3
3,164765,1.4
3,89800,2.2
3,133301,2.1
3,167150,1.6
3,138356,2.0
3,163358,4.4
3,161334,2.0
3,124705,1.6
3,176641,1.8
3,7243,2.2
3,7376,1.5
3,8656,1.8
3,95624,2.1
3,152848,1.3
3,95896,2.3
3,8381,5.0
3,86892,1.1
3,197469,2.0
3,144070,4.2
3,208819,2.5
3,4957,2.3
3,166237,1.4
3,28,4.5
3,55,2.3
3,153857,4.9
3,125359,4.1
3,185005,2.3
3,130912,2.3
3,193325,2.5
3,134728,4.9
3,195903,2.0
3,207439,2.0
3,93408,4.1
3,157967,2.4
3,169036,1.8
3,128488,1.7
3,179503,4.7
3,131114,1.3
3,6759,2.2
3,116183,2.3
3,180051,4.9
3,124945,4.8
3,138174,1.8
3,91187,1.6
3,26204,1.4
3,201046,1.2
3,128654,2.0
3,88746,2.4
3,26254,1.7
3,161662,2.4
3,201222,2.1
3,134963,1.3
3,92479,1.7
3,171363,1.9
3,120292,4.2
3,4387,1.6
3,103112,1.5
3,192039,1.3
3,38097,2.1
3,34319,5.0
3,171055,1.2
3,166165,1.8
3,72516,2.0
3,147752,1.1
3,203204,4.8
3,31188,2.3
3,128299,1.5
3,115135,1.2
3,175461,1.7
3,175347,5.0
3,161678,1.9
3,132238,1.4
3,81276,1.5
3,172265,1.6
3,97457,1.2
3,186981,1.6
3,114980,2.0
3,99058,1.6
3,158047,1.4
3,204564,2.1
3,79580,4.2
3,188803,1.0
3,138560,2.3
3,1567,1.4
3,164127,1.0
3,184773,2.2
3,98398,4.6
3,102675,1.4
3,80560,2.1
3,184593,4.3
3,103206,2.5
3,164717,1.9
3,137576,2.0
3,115068,1.3
3,197301,2.5
3,69792,1.9
3,206785,4.8
3,68177,2.3
3,173635,1.9
3,150888,1.8
3,121356,1.5
3,6547,1.8
3,135260,1.1
3,149404,1.7
3,128520,1.7
3,180339,1.3
3,112359,1.4
3,174431,1.8
3,103683,1.9
3,114164,1.7
3,155042,1.7
3,208941,1.2
3,152135,2.0
3,131068,1.3
3,110377,2.5
3,131626,2.0
3,63781,2.4
3,193785,1.3
3,101944,1.5
3,685,1.7
3,3707,4.1
3,201366,1.0
3,2558,4.5
3,150610,1.1
3,168448,4.1
3,8844,2.3
3,112814,2.0
3,176579,1.4
3,106378,1.7
3,129009,1.2
3,155543,1.9
3,31660,4.4
3,168428,1.9
3,97533,2.2
3,189911,2.3
3,566,4.8
3,116491,2.5
3,199542,1.8
3,202884,2.2
3,185373,1.9
3,189137,1.2
3,176229,1.0
3,145100,1.0
3,173387,2.5
3,190551,1.2
3,6318,4.5
3,138514,4.1
3,107732,1.6
3,201204,1.3
4,176527,4.7
4,3033,4.8
4,96598,1.6
4,150728,4.5
4,80619,1.0
4,71065,4.5
4,175687,1.3
4,27372,1.3
4,143065,1.7
4,199780,4.8
4,179005,4.5
4,127606,1.3
4,96242,4.3
4,116937,1.8
4,165667,1.1
4,200416,1.7
4,142648,1.4
4,112070,1.4
4,97600,1.1
4,99644,1.3
4,104506,4.5
4,126919,4.3
4,140547,4.1
4,128504,2.2
4,164009,4.9
4,184149,2.3
4,142817,2.1
4,165481,4.2
4,68324,1.6
4,123565,2.3
4,103727,2.2
4,128526,1.6
4,154810,2.1
4,112955,4.3
4,110407,1.8
4,8427,4.3
4,66720,2.2
4,175315,4.6
4,64930,4.3
4,192357,1.2
4,52352,4.9
4,39731,4.4
4,149124,1.5
4,135436,4.8
4,185067,4.2
4,25856,4.2
4,142058,2.0
4,146497,1.8
4,4848,1.1
4,207171,1.1
4,189845,2.4
4,161924,2.2
4,140701,1.9
4,61950,1.1
4,203086,2.4
4,151367,4.7
4,154472,4.8
4,188145,1.8
4,186093,2.5
4,202427,1.3
4,122246,4.7
4,193253,2.1
4,156485,4.0
4,3252,2.0
4,134959,4.6
4,104524,4.5
4,27249,2.4
4,77742,4.3
4,80848,4.8
4,157280,1.8
4,168586,4.2
4,3109,1.1
4,142020,4.6
4,154212,2.0
4,69446,4.8
4,158226,2.5
4,194817,4.7
4,166423,1.4
4,93533,1.4
4,5909,4.1
4,129514,4.6
4,110179,1.2
4,188179,4.6
4,185635,1.9
4,184595,1.0
4,146716,1.4
4,111791,2.0
4,144148,1.7
4,178781,1.2
4,4879,4.6
4,138458,4.1
4,160912,4.9
4,83308,2.0
4,105628,1.9
4,2223,4.7
4,8703,1.6
4,187103,1.9
4,116082,1.1
4,190977,2.3
4,1438,1.8
4,58622,4.5
4,172581,1.9
4,123731,4.3
4,97326,2.0
4,166775,4.3
4,205040,1.0
4,79828,1.6
5,187317,1.7
5,157757,2.3
5,5979,4.8
5,207425,2.1
5,194474,2.4
5,157927,1.3
5,119804,1.4
5,175381,1.5
5,93196,4.9
5,174723,4.1
5,177977,4.2
5,124468,1.2
5,1173,2.1
5,3855,1.1
5,174835,1.6
5,3970,1.4
5,163679,1.6
5,141992,2.2
5,8069,2.3
5,169000,1.4
5,120516,1.5
5,6240,4.2
5,207596,1.0
5,182611,1.8
5,138713,2.1
5,188635,1.2
5,187733,2.2
5,196273,1.9
5,26324,1.1
5,114535,2.1
5,163054,1.3
5,67508,4.0
5,132670,1.1
5,179521,4.7
5,59336,4.8
5,35853,2.2
5,138444,1.0
5,4915,4.3
5,177301,1.5
5,208787,2.3
5,65738,1.4
5,125271,1.8
5,110297,2.1
5,175293,2.1
5,82978,2.4
5,192851,2.1
5,163521,1.9
5,116931,1.7
5,189787,1.7
5,186921,4.4
5,202151,1.3
5,121493,1.2
5,93475,2.2
5,108977,1.6
5,7818,1.5
5,124573,4.2
5,172717,2.4
5,96811,1.2
5,76823,1.3
5,203268,1.6
5,138248,1.9
5,173071,2.3
5,4689,2.2
5,7357,2.1
5,100183,2.4
5,185395,2.0
5,197301,2.5
5,84467,1.6
5,188707,1.6
5,3708,1.6
5,190555,2.4
5,177209,1.4
5,5541,4.1
5,109798,2.3
5,164582,2.1
5,171603,1.9
5,171913,2.4
5,188125,1.3
5,131498,1.6
5,135825,5.0
5,55269,2.5
5,155735,4.6
5,181535,1.5
5,101833,1.2
5,147839,2.2
5,175523,1.5
5,2303,2.3
5,130816,2.4
5,165271,1.7
5,145232,2.4
5,142106,2.2
5,26994,2.2
5,26991,4.7
5,195051,4.0
5,3927,4.3
5,133109,4.2
5,97065,2.5
5,132092,1.4
5,78614,2.0
5,176217,1.5
5,147418,2.5
5,133467,4.2
5,195113,1.1
5,169658,4.8
5,179189,2.1
5,162272,4.7
5,195111,4.2
5,36477,2.2
5,152272,1.0
5,93022,1.4
5,116096,1.4
5,866,2.0
5,98067,2.3
5,206040,1.9
5,198615,2.0
5,6726,2.4
5,157565,1.3
5,206297,2.1
5,125593,1.7
5,79195,2.1
5,157925,2.5
5,1254,4.1
5,164007,1.5
5,196949,1.4
5,204498,2.0
5,124759,1.7
5,129530,2.4
5,138929,1.2
5,1643,1.0
5,129384,1.4
5,104815,4.8
5,6408,1.6
5,150066,1.4
5,80777,2.3
5,5124,1.7
5,143041,2.4
5,112283,5.0
5,196021,4.4
5,594,2.3
5,2942,1.6
5,49957,2.2
5,32335,1.1
5,103978,1.0
5,2851,4.6
5,170987,1.8
5,168576,1.4
5,62849,5.0
5,175097,1.8
5,188851,1.9
5,112782,2.2
5,139489,2.4
5,74595,1.8
5,174637,4.1
5,47868,1.1
5,120895,1.6
5,118966,2.1
5,167250,1.8
5,4513,2.4
5,2232,4.8
5,150036,1.1
5,70643,1.8
5,99633,4.9
5,148324,1.1
5,151177,2.0
5,146546,1.9
5,166484,2.1
6,101904,2.1
6,196745,2.0
6,4720,4.0
6,1488,4.4
6,87368,1.8
6,162482,4.6
6,134425,2.5
6,68163,2.4
6,116485,1.2
6,1945,1.6
6,103317,1.6
6,3761,4.5
6,126395,1.6
6,149218,1.4
6,147730,4.9
6,60484,1.9
6,5507,4.5
6,184539,2.4
6,97330,4.1
6,4287,1.3
6,123667,1.2
6,123339,1.5
6,130146,1.4
6,138790,1.4
6,178083,2.2
6,162958,2.0
6,142642,2.1
6,198441,1.9
6,154134,2.2
6,3544,2.3
6,174967,1.6
6,202415,1.3
6,2445,1.5
6,96225,1.5
6,148320,2.2
6,25743,1.7
6,191097,1.4
6,71350,1.2
6,68647,1.6
6,163102,4.6
6,153458,1.5
6,117555,1.3
6,104224,1.0
6,72209,4.4
6,163214,1.9
6,155802,1.5
6,131848,1.4
6,167240,1.2
6,194522,2.3
6,190919,2.0
6,3006,1.6
6,194366,2.0
6,120829,1.5
6,200626,2.1
6,155197,2.1
6,171311,4.1
6,6883,2.3
6,6233,1.3
6,180943,2.1
6,39364,2.0
6,192239,1.4
6,52715,2.1
6,6402,2.2
6,107404,1.1
6,110278,2.5
6,144070,4.0
6,112183,1.5
6,1628,2.2
6,875,4.7
6,6393,1.5
6,83823,2.0
6,128681,2.2
6,96700,2.0
6,125373,1.7
6,197729,4.1
6,194256,1.2
6,174839,4.5
6,157871,1.8
6,197329,1.5
6,83246,2.5
6,168854,1.1
6,184421,2.2
6,132908,2.4
6,51619,2.1
6,165353,1.3
6,116813,4.6
6,193896,1.3
6,177059,4.4
6,154372,1.4
6,172145,1.1
6,8120,1.5
6,183999,2.1
6,191475,1.7
6,186821,1.0
6,150014,1.5
6,155418,1.7
6,5894,2.4
6,177447,1.9
6,193183,2.4
6,153350,1.7
6,144022,1.8
6,47518,1.5
6,92441,1.0
6,127126,2.3
6,198021,1.5
6,160513,1.0
6,171899,1.1
6,37720,4.8
6,197633,2.1
6,181259,1.8
6,185843,2.5
6,117730,1.6
6,176977,1.9
6,91983,1.5
6,199706,2.0
6,97823,2.4
6,88129,1.1
6,48598,1.1
6,101947,1.6
6,475,1.5
6,128253,2.3
6,78418,2.2
6,130680,4.2
6,162204,1.2
6,4229,1.6
6,175111,2.4
6,126993,1.9
6,186459,1.6
6,143369,2.4
6,169012,1.6
6,146972,1.8
6,183845,2.4
6,166771,2.2
6,101703,2.1
6,153124,2.5
6,134017,1.8
6,94748,1.2
6,194831,4.5
6,108510,2.1
6,110657,1.6
6,168870,1.9
6,3521,2.0
6,156933,1.2
6,149717,1.5
6,178805,2.1
6,53887,2.3
6,162046,2.5
6,2611,1.4
6,116507,1.1
6,162372,1.7
6,203974,2.4
6,87529,4.4
6,3595,2.1
6,897,1.6
6,139567,2.0
6,180179,2.0
6,56548,1.1
6,4968,2.5
7,26803,4.7
7,72899,4.7
7,145817,1.7
7,151961,2.3
7,157014,1.7
7,55901,4.0
7,200250,1.2
7,143067,1.2
7,124390,1.6
7,88313,5.0
7,48242,4.7
7,152487,4.7
7,140226,1.7
7,2370,4.7
7,100496,4.8
7,182225,1.4
7,169754,4.9
7,117428,4.6
7,154933,1.2
7,2171,4.4
7,74484,2.3
7,130626,4.8
7,169378,1.2
7,157300,1.1
7,88339,4.9
7,100642,4.8
7,205707,4.8
7,170471,1.7
7,153414,1.7
7,88272,2.0
7,169130,4.2
7,85365,4.5
7,202994,4.4
7,199958,4.5
7,139096,4.9
7,190471,1.5
7,1809,4.5
7,132313,1.6
7,178759,4.7
7,6576,1.4
7,74204,1.9
7,176881,2.1
7,198307,1.6
7,101695,4.5
7,97715,1.6
7,198033,4.6
7,173763,1.5
7,192223,4.1
7,122970,1.0
7,192331,1.9
7,193027,4.5
7,150649,4.7
7,50685,4.3
7,5221,4.8
7,148765,1.1
7,4787,4.5
7,143721,4.0
7,159057,2.5
7,158246,1.4
7,137968,2.1
7,150667,4.9
7,195695,4.1
7,724,4.1
7,85312,4.7
7,101599,4.5
7,5560,1.4
7,193731,2.5
7,206006,4.1
7,165891,1.1
7,190813,1.1
7,161151,4.4
7,147006,4.7
7,160416,4.5
7,137956,1.9
7,58998,1.2
7,137170,4.2
7,83381,5.0
7,181093,1.2
7,100904,4.0
7,4737,4.5
7,167634,2.0
7,77259,2.1
7,194298,1.4
7,92520,1.2
7,83765,2.0
7,127449,4.8
7,162524,1.1
7,169054,4.8
7,158858,4.3
7,134957,4.3
7,172969,1.3
7,80831,4.4
7,198529,1.1
7,133479,2.1
7,59336,5.0
7,181113,4.1
7,139525,4.0
7,146230,4.8
7,149364,1.5
7,1558,1.6
7,151414,4.1
7,68831,4.8
7,86833,1.3
7,62374,4.4
7,1197,1.5
7,177737,1.6
7,7775,4.3
7,77355,4.9
7,173535,1.4
8,151351,2.1
8,167506,1.9
8,6283,4.3
8,187101,1.7
8,143621,4.4
8,159065,4.2
8,74754,4.2
8,106342,2.0
8,4495,4.1
8,129486,4.6
8,172337,4.4
8,177983,1.2
8,135133,2.5
8,161230,1.2
8,172833,4.0
8,120307,1.2
8,41880,2.3
8,170811,2.3
8,32294,1.6
8,996,4.2
8,94478,4.7
8,93838,4.1
8,113803,2.4
8,136894,1.2
8,160321,4.3
8,5188,4.4
8,187147,1.6
8,79910,1.4
8,134517,2.2
8,88352,1.5
8,37720,1.7
8,4464,4.5
8,95036,2.1
8,154258,2.2
8,7567,5.0
8,124468,4.7
8,189255,1.2
8,116867,1.8
8,79467,4.4
8,117531,1.6
8,204160,2.4
8,1218,4.2
8,115218,4.7
8,5128,2.0
8,123687,1.2
8,146511,4.5
8,154354,1.0
8,66509,4.2
8,100079,2.1
8,182083,1.2
8,163607,1.7
8,141428,4.9
8,157731,2.2
8,140257,4.3
8,3013,4.9
8,150774,2.4
8,142598,1.7
8,120474,1.3
8,325,4.4
8,163991,1.8
8,154512,1.2
8,71067,4.0
8,146938,1.6
8,64695,4.8
8,186817,1.6
8,147290,1.5
8,197849,4.6
8,196229,2.2
8,1013,4.9
8,179119,4.1
8,185535,4.7
8,130670,4.9
8,168782,2.0
8,162734,4.1
8,120944,4.7
8,3132,4.6
8,184275,2.1
8,169546,4.7
8,5435,1.7
8,7275,4.9
8,93448,1.3
8,151027,1.4
8,171377,2.2
8,169242,2.4
8,136,2.3
8,133782,2.4
8,154923,1.3
8,147458,2.2
8,174803,1.6
8,2497,1.3
8,127052,4.4
8,109153,2.1
8,181705,1.7
8,189797,4.9
8,150972,1.9
8,32957,2.1
8,202665,4.3
8,125151,4.6
8,34538,1.3
8,139909,4.8
8,46803,2.0
8,99515,2.0
8,145720,1.4
8,173721,1.5
8,165341,4.5
8,77156,2.0
8,164945,4.3
8,151733,4.8
8,143855,2.3
8,25843,4.9
8,182573,4.4
8,173837,1.5
8,118538,1.8
8,157679,5.0
8,188747,1.3
8,160362,2.0
8,139992,1.8
8,179803,4.8
8,138124,1.8
8,195149,1.1
8,145600,2.1
8,292,4.8
8,6489,4.8
8,205072,4.1
8,179539,1.1
8,5092,4.7
8,104054,1.4
8,200400,4.8
8,49615,2.0
8,140385,2.1
8,99468,2.1
8,182439,4.9
8,181423,1.2
8,180325,4.3
8,135278,4.8
8,155959,2.2
8,680,1.4
8,205082,4.4
8,140824,2.5
8,204380,4.2
8,165635,1.1
8,208026,5.0
8,79596,1.8
8,128522,2.0
8,42956,4.2
8,56931,2.2
8,2657,4.3
8,160313,1.8
8,5484,4.5
8,34057,2.1
8,167702,4.4
8,156960,1.9
8,102113,4.5
8,54144,4.6
8,147047,4.8
8,26318,4.9
8,200912,1.4
8,156002,4.6
8,143707,4.3
8,72621,2.2
8,147692,2.1
8,38884,4.3
8,150708,1.7
8,8492,1.4
8,199948,2.5
8,51203,1.4
8,127646,1.9
8,178877,2.2
8,147108,1.4
9,187523,4.3
9,167322,1.8
9,176641,4.7
9,160418,4.3
9,125904,2.1
9,194905,4.5
9,186839,4.5
9,189635,1.7
9,47146,1.2
9,98617,1.3
9,134242,4.0
9,92252,1.3
9,117646,4.1
9,59129,1.3
9,148986,2.0
9,158499,4.5
9,163270,5.0
9,168318,1.4
9,151959,4.9
9,26034,4.3
9,755,4.9
9,112316,4.3
9,135869,1.3
9,143438,4.1
9,157627,4.0
9,8623,4.0
9,107955,4.1
9,136379,2.2
9,185445,1.1
9,59,4.7
9,195421,1.1
9,5656,4.3
9,121243,4.7
9,19,1.4
9,147120,2.4
9,141916,2.0
9,133596,4.5
9,168320,4.6
9,194959,4.4
9,203541,4.3
9,3040,2.0
9,123227,2.3
9,154192,1.4
9,184487,4.0
9,165951,4.2
9,184533,4.0
9,148677,1.2
9,168784,4.9
9,753,4.8
9,135825,1.2
9,27305,4.1
9,131021,1.6
9,185587,4.8
9,49899,1.2
9,163839,1.9
9,193902,4.2
9,103990,1.2
9,173043,4.1
9,51249,4.9
9,128675,1.4
9,8371,1.3
9,206781,2.5
9,181915,2.0
9,167712,1.9
9,80553,4.9
9,105444,4.9
9,26375,1.3
9,207998,1.4
9,80350,2.5
9,96518,4.4
9,189895,4.8
9,182077,2.2
9,195189,4.0
9,78974,4.9
9,3465,4.5
9,1080,1.5
9,171381,1.7
9,180127,4.9
9,171649,1.0
9,30820,4.8
9,197837,2.3
9,191951,4.5
9,178567,1.6
9,117444,1.8
9,198901,4.6
9,103772,2.2
9,87222,1.3
9,128770,1.6
9,204078,4.6
9,3521,4.7
9,4646,4.2
9,171979,2.2
9,190249,1.9
9,48167,4.1
9,7268,4.4
9,196785,1.9
9,203146,4.4
9,168450,2.3
9,27197,4.6
9,944,4.8
9,165429,1.5
9,141430,4.4
9,140467,2.0
9,4953,1.5
9,192613,4.6
9,137439,4.7
9,182745,1.8
9,122974,2.3
9,8516,4.5
9,145277,1.6
9,4232,2.1
9,150334,2.2
9,147454,4.8
9,159437,4.2
9,184643,1.3
9,136954,1.3
9,110519,4.7
9,130526,1.8
9,91831,1.6
9,189659,4.5
9,2981,1.9
9,167128,2.2
9,52742,4.7
9,48649,4.6
9,207409,4.9
9,111678,4.3
9,110515,2.2
9,133782,4.2
9,158376,4.4
9,132652,4.6
9,203677,2.2
9,5612,1.2
10,148803,1.1
10,153258,1.3
10,196123,1.1
10,89910,2.2
10,129241,1.7
10,130726,1.2
10,193635,1.4
10,181511,1.1
10,131568,2.1
10,124364,1.9
10,187131,1.3
10,176215,2.4
10,170014,1.4
10,7405,1.3
10,7129,2.2
10,185345,1.1
10,124548,1.2
10,184489,1.7
10,167034,1.1
10,131704,2.0
10,96969,1.3
10,8872,2.3
10,202890,2.4
10,152834,4.6
10,166812,2.4
10,204352,4.1
10,192491,1.2
10,191013,1.1
10,120765,2.3
10,6749,1.8
10,84090,2.2
10,169918,2.0
10,6269,1.5
10,4217,1.6
10,192761,1.1
10,203954,2.1
10,193237,2.2
10,118734,4.1
10,139335,1.5
10,165823,1.8
10,60436,1.8
10,184577,1.3
10,199149,2.3
10,143545,2.1
10,1612,2.3
10,98611,1.2
10,34323,4.5
10,96710,1.4
10,75392,1.7
10,164507,1.4
10,164635,1.2
10,127642,1.8
10,58850,1.2
10,180153,1.0
10,198137,2.0
10,66977,2.3
10,117154,1.5
10,108432,2.0
10,6793,1.7
10,141395,1.9
10,6697,1.6
10,26100,2.2
10,8981,2.2
10,51287,2.0
10,69253,1.7
10,55232,4.6
10,159976,1.1
10,98279,1.5
10,158747,2.1
10,135727,1.5
10,181491,1.4
10,161224,4.2
10,166373,1.8
10,116803,4.2
10,83538,1.0
10,82926,2.0
10,100087,1.9
10,140593,1.4
10,4915,4.6
10,115174,2.4
10,133855,2.2
10,134111,1.8
10,152268,1.7
10,157534,4.2
10,48909,1.9
10,26562,2.4
10,103269,2.5
10,185043,2.1
10,191701,2.1
10,153268,1.7
10,101893,2.4
10,127238,1.6
10,156589,1.8
10,2097,1.9
10,160888,2.4
10,86288,1.7
10,134757,2.0
10,185909,2.3
10,204248,2.4
10,131988,2.5
10,150615,2.3
10,139385,1.7
10,186525,1.8
10,3525,2.3
10,126214,2.4
10,164105,1.8
10,52378,1.3
10,200022,2.0
10,169942,1.2
10,182825,2.2
10,190531,1.4
10,86142,4.4
10,156268,2.3
10,169708,1.8
10,173325,4.3
10,152093,2.0
10,132030,2.3
10,155563,1.7
10,142115,2.3
10,2219,2.3
10,80398,4.6
10,6495,2.4
10,147428,1.1
10,118013,1.9
10,43906,2.3
10,138050,2.1
10,168824,1.2
10,169584,1.7
10,602,1.1
10,5007,1.1
